team_a_ppg_dif_l4,team_b_ppg_dif_l4,team_a_shots_average,team_b_shots_average,predict_xg_overall_team_a,predict_xg_overall_team_b,position_a_prematch,position_b_prematch,predict_xg_home_team_a,predict_xg_away_team_b,Result
0.986667,0.875,7.82,7.5,0.8814,1.1616,5,1,1.05987,0.990716,1
1.29333,1.4,6.81,7.44,1.0682,2.512,7,2,1.24662,1.84264,1
2.62,0.664,7.7,8.28,0.9975,1.782,6,3,1.21925,1.59508,0
1.304,1.9,8.02,7.87,1.1136,1.7169,4,3,1.24372,1.34393,2
0.89,1.26667,7.35,6.86,2.0856,0.7392,1,7,2.73047,0.651733,2
0.855,2.01333,7.76,7.71,1.3795,1.1766,2,5,1.54767,0.915022,0
1.0,1.0,10.83,14.67,1.5544,1.005,7,9,1.93105,0.794451,0
1.14286,1.0,10.08,9.83,0.9375,1.0428,10,10,1.05261,1.0057,1
0.153846,0.4,7.67,11.17,1.34,0.9628,6,9,1.43744,1.06261,0
1.0,1.0,9.33,17.5,0.83,2.7722,11,3,0.824769,2.12183,2
0.125,0.923077,13.67,15.58,1.2261,0.915,1,2,1.09023,0.899737,2
0.1,0.181818,13.42,11.83,0.9975,0.5336,3,4,1.02594,0.530304,0
1.0,0.888889,14.08,8.83,1.3625,1.8894,6,8,1.38183,1.70391,2
0.25,0.727273,10.0,16.75,1.125,2.37,8,5,1.3026,2.68145,1
0.776667,0.178667,16.93,8.64,1.287,0.93,4,6,1.40385,0.707227,0
0.67,0.335,11.14,9.0,1.7548,0.9088,11,13,2.0866,0.948326,1
1.0,0.483636,11.0,10.43,0.9288,1.4592,10,7,0.821782,1.44376,0
1.0,1.33,14.36,9.71,1.3206,0.864,11,12,1.46937,0.670739,0
0.665714,0.4,18.07,15.0,2.2451,1.29,5,8,2.13601,1.15942,1
1.864,1.864,9.79,9.79,1.935,0.7744,9,11,1.82859,0.764783,0
0.716923,0.3325,11.71,13.21,0.5301,1.4508,5,1,0.598794,1.38863,2
0.5825,0.266,14.64,13.86,0.895,1.2384,2,3,0.846062,1.50106,0
0.9,0.666667,12.78,9.56,0.1463,0.3432,2,1,0.192448,0.390761,0
0.8,2.0,7.0,4.67,0.7921,0.4389,11,12,0.861241,0.269501,0
3.6,2.93333,5.89,5.33,0.4984,0.44,8,13,0.757259,0.61214,1
0.8,0.4,7.67,9.78,0.8658,0.9516,5,4,0.589347,0.581133,1
0.8,1.1,7.0,5.89,0.0979,1.11,9,2,0.0392589,0.420319,2
3.2,0.8,5.67,4.44,0.4752,0.22,13,14,0.334356,0.176923,0
2.4,0.933333,6.78,6.89,1.0,1.1088,7,6,1.23375,1.276,1
1.0,2.0,5.2,7.3,1.4,0.18,2,7,1.83478,0.23222,2
1.064,1.17,5.6,7.0,0.6,0.8,10,8,0.676393,0.375902,0
0.68,1.165,3.9,12.2,0.04,1.82,12,1,0.0498042,2.47267,1
3.66,1.56,4.5,3.8,0.21,0.5,11,9,0.293642,0.588893,0
0.532,0.8,6.8,6.2,1.43,0.63,4,8,1.67274,0.590716,1
0.915,3.0,9.3,5.8,1.4,0.4,3,8,1.33408,0.38387,0
1.11333,1.864,6.6,5.0,0.72,0.36,5,10,0.890533,0.46359,2
0.43,0.568,6.0,4.0,0.91,0.5014,6,10,0.96644,0.339123,2
0.71,1.0,7.73,4.55,1.829,0.18,4,11,1.02031,0.0989089,2
1.52,6.28,6.55,6.0,0.981,0.531,9,9,1.00903,0.376834,1
1.29,0.897143,7.45,6.64,0.6724,1.6129,7,4,0.892012,1.94701,2
2.28,0.355,3.36,5.91,0.3312,0.451,10,8,0.426755,0.418456,2
0.86,1.0,9.64,9.36,1.0001,0.5256,2,2,0.864421,0.308203,1
0.568,0.93,5.45,6.0,0.0666,0.7462,10,3,0.0135237,0.268178,0
0.856,1.04667,12.55,6.91,1.1972,0.1314,1,5,1.11179,0.120254,0
0.964444,1.5,10.0,7.9,1.4,0.22,1,6,1.52092,0.184199,1
0.545455,1.6,14.78,7.77,3.293,1.5196,3,12,3.86454,1.56361,0
0.666667,1.0,12.5,11.31,1.0266,1.9125,14,8,1.20715,1.67564,2
1.0,0.375,15.23,12.89,1.6146,2.233,10,4,2.02639,1.95097,1
1.0,0.615385,14.42,12.33,0.5025,1.7808,15,1,0.682461,1.40428,0
1.0,0.4,10.83,15.05,0.975,2.607,14,2,1.24705,2.17953,1
1.09091,1.0,15.25,12.31,2.3472,0.81,6,13,2.93103,0.646495,1
0.857143,0.166667,14.12,13.17,1.8432,1.6836,9,7,2.30912,1.59236,1
0.25,0.133333,14.44,14.11,1.6263,1.4208,6,5,1.86403,1.07647,2
1.0,1.6,10.06,13.47,1.7399,1.13,5,11,1.97159,1.06321,1
0.532,1.0,12.6,14.86,2.31,1.4362,8,14,2.78381,0.994385,1
0.088,1.0,13.3,10.43,2.223,0.975,4,16,2.44788,0.789811,2
0.571429,0.4,12.65,15.11,1.33,1.716,3,7,1.72404,1.15098,2
1.6,1.0,7.6,15.0,2.0502,2.4638,13,12,1.71906,2.19662,2
0.665714,0.446667,13.5,12.36,1.464,0.741,5,15,1.75084,0.691159,2
1.165,0.266667,12.23,14.65,1.242,1.458,1,2,1.45687,1.24425,1
0.066,1.0,15.05,10.94,1.7808,1.7688,1,6,2.13893,1.14296,2
1.03556,0.665,11.83,14.39,1.6095,2.085,11,10,1.73107,1.52365,2
0.668,0.297778,14.12,14.0,1.364,1.298,9,7,1.58295,1.02512,0
0.272727,0.583333,14.76,13.12,1.848,2.3409,12,7,1.99043,2.31814,1
0.4,0.692308,9.94,12.82,0.9483,2.2032,15,4,1.32965,1.82348,1
0.555556,0.875,12.06,12.5,0.615,1.1984,14,1,0.702993,1.06158,1
1.0,0.666667,14.65,13.45,1.769,1.1685,8,5,2.07176,0.859341,0
1.0,0.153846,11.25,13.27,1.7145,1.518,7,6,2.27138,1.34744,1
0.833333,0.583333,14.15,14.89,1.8415,1.848,10,9,2.16459,1.91178,0
0.333333,1.16667,14.18,7.06,1.9838,1.3452,8,13,2.33503,1.2071,2
0.16,0.166667,15.23,15.08,2.3874,1.9494,3,2,2.88668,1.60155,0
0.0833333,0.8,14.81,11.45,1.45,1.716,13,11,1.98529,1.41279,2
0.8,0.133333,14.48,15.06,1.922,1.24,11,14,2.19343,0.799177,0
0.96,0.375,14.58,11.67,1.17,1.0586,14,16,1.20387,0.990849,0
0.6,0.666667,9.94,12.2,0.6391,1.695,15,1,0.731535,1.45433,1
0.738462,0.533333,12.96,14.73,1.8318,1.6848,4,2,2.35989,1.20844,1
0.8,1.6,14.59,6.84,2.685,1.1011,7,13,3.15553,1.05627,0
0.777778,0.3,11.32,14.21,1.6029,1.3334,9,10,1.9929,1.15316,0
0.6,0.177778,13.95,13.62,1.8894,1.5488,10,8,2.03136,1.47532,2
0.457143,0.1875,12.84,15.5,1.7696,2.5384,6,3,1.97034,2.33626,1
0.636364,0.16,11.5,13.38,1.65,1.9317,12,5,2.12779,1.50443,0
0.333333,0.4,11.45,11.71,0.828,1.518,15,9,0.977577,1.30453,0
0.153846,0.101538,13.85,14.57,1.6214,1.7145,5,10,1.81827,1.45612,2
0.11,0.165,14.6,10.35,1.305,1.28,13,14,1.71971,1.00506,0
1.064,1.18667,6.76,12.92,1.334,2.0468,12,4,1.41231,1.68003,1
1.464,1.5,14.42,14.33,1.5729,1.0925,9,11,1.66389,0.906089,1
0.732,0.477143,15.0,14.25,1.4812,2.0328,3,4,1.99207,1.54303,0
0.375,0.533333,15.27,11.88,1.989,1.4352,2,6,2.21325,1.19151,0
1.085,0.255385,13.62,13.14,1.7871,1.8204,7,7,2.1085,1.62679,0
0.4575,0.461538,12.34,13.75,1.3804,0.9675,1,8,1.51155,0.837901,2
0.286667,0.737143,11.88,7.0,2.197,1.7812,12,14,2.56794,1.66556,0
0.145,0.3925,11.85,12.65,0.9779,1.334,8,1,1.12687,1.107,0
0.172,0.516,14.52,14.0,1.3334,1.6402,13,7,1.45327,1.48866,1
0.258182,0.3925,13.88,13.96,1.1439,1.74,11,5,1.38422,1.48407,1
0.145,1.29,10.5,14.32,1.0062,1.545,17,12,1.26132,1.44952,1
0.52,0.545455,12.87,14.07,1.6875,2.2815,9,6,2.06103,2.05104,0
0.621818,0.469091,12.5,11.55,1.2688,0.7548,4,16,1.53093,0.58842,2
0.57,0.570909,14.73,14.09,2.6553,1.0664,2,15,3.45425,0.632304,0
0.156364,0.5,14.48,14.93,1.44,1.968,10,3,1.53673,1.78299,0
0.2825,0.652,12.83,14.16,1.4652,0.78,1,14,1.60864,0.739488,0
0.613333,0.5,14.57,14.5,1.6891,1.3,8,12,2.03706,1.09071,2
0.753333,0.230769,7.04,11.71,1.1877,2.05,15,7,1.19286,1.73516,2
0.408571,0.229091,11.96,12.4,1.325,1.5912,11,4,1.82448,1.17185,0
0.306667,0.251429,14.04,14.19,1.771,1.49,5,9,2.16616,1.27284,0
0.852,0.444444,13.0,13.5,1.6456,1.9352,10,13,1.75729,1.82089,2
0.71,0.36,14.17,10.42,1.752,0.913,6,17,1.92214,0.808415,0
0.555556,0.465714,11.71,14.84,0.8236,1.6848,15,2,0.979141,1.42304,1
0.3125,0.6,14.63,13.83,2.5754,0.8453,3,16,3.1137,0.611941,2
0.547692,0.555,13.03,7.3,1.7205,0.8512,1,13,1.93753,0.84167,1
0.352,0.443077,14.19,11.9,1.3,1.6482,12,10,1.43563,1.45213,0
0.446667,0.32,13.0,14.25,0.7931,1.875,14,4,1.05608,1.41426,1
1.17,0.266667,10.04,14.69,0.7931,2.355,15,3,0.919596,2.25422,1
0.647273,0.64,12.31,14.41,1.4336,1.4204,4,6,1.84937,1.13315,1
0.38,0.364,14.52,12.0,1.4664,0.7866,8,14,1.59493,0.667974,2
0.32,1.776,14.56,13.04,2.5917,1.456,2,9,3.05897,1.12033,0
0.296667,0.822857,11.63,13.5,1.4391,1.284,7,11,1.53435,1.14113,1
0.72,0.592,14.53,14.57,0.9991,1.8375,10,5,1.20518,1.30362,0
0.37,0.257143,14.53,14.76,1.8513,1.4715,3,5,2.19529,1.37038,0
0.327273,0.28,14.24,14.89,1.1655,2.2545,12,1,1.31843,1.94471,0
0.44,0.423333,7.24,14.48,1.276,2.1545,13,9,1.40403,1.9683,0
1.04,1.08667,12.76,10.11,1.8375,1.3114,10,16,1.9933,1.10205,1
0.297778,0.466667,13.44,12.82,1.74,0.8175,10,15,2.08174,0.605748,0
0.508571,0.246154,12.19,14.38,1.464,1.4796,11,8,1.86703,1.25735,0
0.201818,0.527273,14.24,12.56,1.4388,1.1227,4,5,1.85348,0.895763,0
0.693333,0.45,14.69,12.85,1.0686,1.08,6,2,1.23377,0.879731,2
0.206154,0.622222,11.93,11.47,0.7313,1.15,14,7,0.806183,0.975089,1
0.436,0.396364,14.67,14.13,1.6128,1.3447,6,14,1.60986,1.19884,1
0.356,0.390769,10.17,7.26,1.184,1.582,17,15,1.32232,1.5251,1
0.363333,1.04,14.97,14.59,1.455,1.365,3,7,1.70377,1.16625,0
0.442857,0.133333,14.87,14.17,1.5326,1.4364,2,4,1.85518,1.15569,1
0.423333,0.2,13.29,14.47,1.4396,1.2099,10,9,1.72399,1.10666,0
1.04,0.629091,12.84,12.98,0.9516,1.914,12,1,1.08915,1.646,1
0.196923,0.652,11.35,12.18,1.6905,1.26,8,13,1.9454,1.10931,1
0.533333,0.725,14.88,12.39,1.4688,1.239,11,5,1.7973,0.97094,2
0.853333,0.514286,12.93,12.1,0.7931,1.092,18,16,1.03023,0.902812,2
0.27,0.466667,14.06,13.22,1.2765,1.4762,11,9,1.2858,1.41702,1
0.2925,0.307692,7.24,14.66,1.334,1.8396,13,6,1.5155,1.75691,0
0.613333,0.931429,12.09,9.84,1.1154,0.84,14,15,1.26827,0.756084,0
0.425455,0.461538,13.14,14.52,1.32,1.302,1,2,1.55296,1.0962,2
1.336,0.331429,14.44,12.81,1.9125,0.8652,8,14,2.38864,0.619149,0
0.270476,0.6,14.03,11.47,1.35,1.1058,4,7,1.58914,0.931632,2
0.208571,0.418462,14.34,15.16,1.1433,1.9152,9,3,1.32505,1.48905,0
0.356,0.777143,11.89,14.77,1.5,1.988,11,10,1.80645,1.76675,1
0.835,1.75,12.21,12.85,1.7034,1.2826,5,12,2.14548,0.992031,2
2.8,0.333333,4.33,7.67,0.429,1.131,10,3,0.507917,1.29064,2
4.4,0.8,9.79,9.0,0.7505,1.8328,14,6,0.714612,1.68925,2
0.635,1.32,9.11,8.16,2.0648,0.8584,13,15,1.8094,0.958573,2
1.28667,2.13333,11.79,8.89,2.1016,0.9559,4,7,2.43908,1.01683,0
0.98,0.8,8.84,9.47,0.8228,1.278,5,1,0.825347,1.24796,2
1.016,1.13,9.0,9.42,1.6577,1.8513,8,11,1.66798,1.84446,2
0.571429,1.24,10.47,10.11,2.5591,1.1214,10,14,2.65376,0.955336,2
1.27,0.93,9.11,10.53,1.507,1.2705,9,12,1.26658,1.27104,2
1.25714,0.6,11.16,9.79,1.386,1.326,1,2,1.41284,1.12099,0
1.336,1.2,10.37,13.26,0.9108,1.4522,5,3,0.850096,1.32107,1
1.0,1.0,4.67,9.92,0.105,1.875,11,3,0.162407,2.62133,1
0.6,0.904,4.67,7.92,0.67,0.8464,10,8,0.577941,0.552422,1
1.4,0.428571,6.58,6.17,1.1039,0.5278,5,9,1.09005,0.554679,0
0.94,0.753333,5.33,6.83,0.54,0.67,9,7,0.69019,0.384217,2
1.6,0.666667,6.75,12.17,0.1564,0.5922,4,1,0.213822,0.875764,2
0.75,2.26,6.08,3.0,0.375,0.42,8,10,0.448534,0.572582,0
0.752,1.33333,9.08,6.42,1.6614,0.5478,2,10,2.43516,0.451721,0
1.2,2.0,6.67,7.67,0.67,0.9711,6,5,0.908853,1.14636,2
0.74,0.446667,6.54,6.23,0.8649,0.62,8,7,0.805827,0.470662,0
1.4,1.04,3.15,6.62,0.4674,0.7225,11,11,0.472866,0.490919,2
2.68,0.593333,4.54,9.31,0.1587,2.2484,12,2,0.195293,2.19743,2
1.336,2.81333,7.46,6.92,0.529,0.92,5,4,0.289488,0.451111,2
1.064,0.335,7.23,5.38,0.62,0.5658,7,9,1.04985,0.627893,0
0.844,0.88,11.54,6.62,1.1592,0.3358,1,4,1.274,0.338605,0
2.81333,1.152,10.08,6.54,1.105,0.2622,3,6,1.05215,0.200191,0
0.382857,0.78,5.92,4.23,0.54,0.46,10,11,0.56012,0.493939,0
1.8,0.12,7.07,7.14,1.5,1.14,5,6,1.66664,1.11811,2
1.26667,0.6,5.71,7.07,0.6555,0.92,10,7,0.600645,0.8545,2
0.7,0.88,4.79,11.36,0.1548,1.605,14,1,0.120556,1.29834,1
2.66667,1.33333,6.79,10.07,0.3999,0.68,4,3,0.641052,0.953925,2
3.6,0.55,6.64,6.0,0.7998,1.1253,13,8,1.14883,0.853501,2
0.72,0.514286,5.64,6.07,0.3999,0.4096,12,11,0.427403,0.316,1
0.76,2.0,9.79,3.36,1.2298,0.2982,2,13,1.6179,0.336644,0
3.2,4.4,6.36,4.5,1.08,0.2697,9,15,0.764455,0.192186,0
0.944,1.14286,6.53,9.33,0.56,1.1811,5,3,0.52526,0.928163,0
2.0,0.82,7.13,7.0,0.9222,1.116,12,7,0.897152,0.663785,2
1.82,0.62,6.07,10.53,0.1551,1.184,11,1,0.157568,0.875864,1
0.8,1.55,9.07,5.87,1.204,0.536,2,7,1.481,0.486392,0
0.571429,0.848889,5.67,6.07,0.4982,0.6351,10,9,0.581237,0.876879,1
1.21333,0.36,6.27,4.13,1.3158,0.1269,4,15,1.00478,0.103729,2
1.82,0.606667,3.07,6.07,0.372,0.8178,13,8,0.457621,0.740976,2
5.08,0.18,4.4,6.6,0.376,1.2826,14,6,0.30268,0.974129,1
0.62,1.66667,8.35,10.2,0.8525,1.76,16,15,0.821587,1.88405,2
1.03,0.845,9.65,9.55,1.89,0.5525,2,14,1.4113,0.494688,0
1.84,1.8,8.65,9.6,1.0925,1.725,9,8,1.15313,1.76159,1
1.38,0.952,9.8,8.6,1.035,1.68,15,10,1.19308,2.04065,1
2.5,1.69,9.95,9.35,1.02,1.38,12,6,1.10144,1.50146,0
0.835556,1.248,11.9,10.2,1.5225,0.9375,5,7,1.72964,1.06525,0
2.12,1.28571,9.95,11.0,0.7,1.755,13,1,0.796285,2.09938,0
0.835556,1.0,9.8,9.15,2.865,1.485,4,9,2.86149,1.24809,0
0.471111,0.904,13.3,10.2,1.6875,1.0075,3,11,1.8998,0.93359,0
1.01333,0.8,10.29,9.71,0.5332,2.0881,13,1,0.55309,2.37673,1
0.908571,0.7,9.62,8.48,2.6061,0.589,5,15,2.42718,0.557148,1
0.608,1.24,9.67,9.95,0.9639,1.7112,12,9,0.881735,1.86391,1
2.66667,1.0,9.57,10.43,1.254,1.8972,9,7,1.39972,2.08855,2
1.24,0.8,9.1,10.14,1.5996,1.47,9,11,1.4968,1.42157,1
1.45333,3.52,11.19,9.76,2.0898,0.6461,2,14,1.84517,0.529806,0
1.59,0.862222,9.33,9.71,1.197,1.674,6,3,1.25971,1.36625,2
1.12,0.293333,10.95,12.33,1.1172,1.8228,10,4,1.05244,1.36126,1
0.674286,0.573333,8.71,13.24,0.682,1.5276,8,2,0.558326,1.40902,1
0.264,0.83,8.59,9.64,0.96,2.394,15,9,0.914874,2.2297,1
0.668571,1.66,9.45,10.09,2.046,0.9348,7,13,2.04498,1.06803,2
0.824,0.78,10.14,9.82,1.254,0.6667,1,5,1.10467,0.619984,2
3.32,5.32,9.77,9.23,1.4105,2.1648,14,10,1.42867,2.02538,1
0.571429,1.2,10.45,9.45,0.9483,1.3843,10,5,1.09971,1.54016,2
1.14286,0.78,9.77,9.18,2.5842,0.77,4,12,2.67468,0.76405,1
0.83,1.06,10.45,10.91,1.6236,1.526,6,11,1.48682,1.49855,0
0.686667,1.28,12.86,9.0,1.829,0.7592,3,8,1.98699,0.885501,2
0.915556,0.915556,13.64,11.18,0.9928,0.7788,2,2,1.09264,0.839156,1
0.79,0.256,10.35,8.87,2.769,0.3721,2,15,2.28418,0.34643,2
0.632,0.555,9.7,9.3,1.2769,1.2576,7,8,1.1598,1.12208,1
0.89,0.475,9.91,10.35,1.0004,1.4456,12,10,0.787595,1.33001,2
2.10667,3.16,9.43,10.61,1.6744,0.7134,7,14,1.5902,0.549758,1
1.05333,2.05,9.96,10.35,0.8528,2.5688,13,5,0.86855,2.423,2
4.64,1.32,11.22,9.87,1.9162,1.647,11,8,1.9102,1.47581,2
0.937778,0.528,11.09,13.17,1.014,1.099,1,4,0.877895,0.870679,1
1.26,0.866667,9.52,13.22,0.793,1.9388,9,3,0.850125,2.01844,1
0.968,1.95,9.17,10.74,1.1336,1.5372,9,6,0.992667,1.65533,1
0.44,0.64,9.62,8.92,2.8633,0.7006,6,13,2.68719,0.764211,0
1.06667,0.9,10.62,10.21,1.2236,1.2482,12,11,1.46323,1.48053,0
0.475,1.06667,10.21,10.21,1.54,1.0179,9,12,1.5938,1.09976,0
1.56,1.45,10.33,9.79,1.7784,1.2096,3,5,2.04991,1.14242,2
1.0,0.45,10.0,10.25,0.7502,1.8189,7,1,0.848791,2.06464,1
0.888889,3.1,13.46,9.38,1.1704,0.6448,1,5,1.23265,0.653465,2
8.0,1.2,11.25,9.12,1.6093,1.3832,10,8,1.58237,1.50336,0
1.08571,1.43333,10.54,11.29,1.0,1.25,4,1,0.95664,1.32377,2
0.76,1.66667,13.21,9.71,2.445,0.975,2,8,2.59606,0.933836,0
1.62,0.506667,10.12,10.6,1.2768,1.52,12,11,1.21911,1.3381,1
1.52,2.66667,8.92,10.24,0.696,3.608,13,4,0.720696,3.50978,1
3.04,0.525,9.8,10.16,1.344,1.12,7,8,1.25813,0.974758,0
0.405,0.484,10.08,9.68,1.4256,0.816,1,6,1.15338,0.72779,0
0.88,1.14286,10.2,12.88,0.456,1.792,11,3,0.436354,1.85492,1
4.48,1.144,9.32,10.48,1.44,1.4848,9,8,1.27677,1.34835,1
1.58667,0.715,9.64,10.32,1.24,1.8352,9,5,1.32932,2.09377,0
1.97333,0.78,8.96,13.16,0.72,1.344,7,2,0.706169,1.12232,1
1.17143,1.95,11.12,11.36,1.5872,1.12,3,10,1.55807,1.10093,0
0.421053,0.727273,8.92,9.17,1.3689,0.54,2,8,1.83283,0.38727,0
0.5,1.33333,8.93,7.58,1.2519,1.3375,6,5,1.47389,1.01643,0
1.0,1.0,8.67,7.33,1.7664,0.6225,9,14,1.74924,0.414487,0
0.888889,0.727273,10.17,9.75,1.4625,0.9711,8,11,1.98428,0.95324,2
1.5,0.4,7.25,8.42,0.8964,2.25,12,1,1.13499,2.09803,2
0.666667,0.181818,8.17,10.33,1.3625,0.9072,7,10,1.5781,0.681954,2
0.461538,0.666667,8.42,8.75,1.4472,0.58,5,13,1.63792,0.361663,1
0.666667,0.181818,8.43,8.58,1.08,1.25,6,7,1.46092,0.861103,0
0.888889,0.571429,6.67,11.07,0.9737,1.755,11,4,1.04761,1.1774,1
0.428571,0.666667,9.43,9.42,1.6731,1.6074,3,6,1.98786,1.41359,0
0.243636,0.443333,9.93,8.88,0.7632,1.3566,13,5,0.903503,1.31125,0
0.371111,0.132,8.79,8.29,1.161,0.7347,2,9,1.50135,0.640185,0
1.165,0.266,8.07,8.5,0.5246,1.472,8,1,0.621848,1.0239,1
0.223333,0.665,8.43,7.29,0.7808,1.0602,12,13,0.995311,0.968291,1
0.11,0.571429,9.86,9.44,1.12,1.71,11,3,1.44431,1.57002,2
0.607273,1.0,10.0,8.75,1.5368,1.4336,6,6,1.75723,1.10078,0
1.0,0.607273,7.71,9.93,0.78,2.1659,15,7,0.991105,1.39888,2
0.668,1.165,8.86,8.86,1.0608,1.22,7,8,1.48899,0.924253,0
0.621333,0.132,10.88,8.43,1.5,0.9858,4,8,2.25475,1.02839,0
0.12,0.666667,9.14,7.14,1.2648,1.14,10,14,1.6195,0.870882,0
0.227273,0.5,9.44,10.06,1.4875,0.3564,1,13,1.81725,0.273174,0
0.406667,0.0714286,9.0,9.88,1.2932,1.0434,5,12,1.44861,0.753347,1
0.166667,1.0,8.06,9.94,1.1186,1.2878,9,8,1.16148,0.676097,2
1.0,0.388889,8.44,10.72,0.7314,1.875,14,3,0.844479,1.32518,0
0.6,0.727273,7.31,9.88,1.0875,1.6375,15,6,1.35544,1.62292,2
0.7,0.418824,8.38,8.81,0.81,1.1097,8,2,1.02424,0.824168,0
0.714286,0.6,8.44,7.88,1.7672,1.06,10,16,1.83736,0.735995,1
0.6,0.454545,8.5,9.44,1.11,0.9964,6,7,1.33153,0.631959,0
0.384615,2.5,7.5,8.06,1.4659,1.3447,10,11,1.68435,1.08965,0
0.75,0.5,9.61,8.56,1.6541,1.3755,4,7,2.07569,0.972706,1
0.571429,1.06667,10.39,9.25,0.897,1.729,14,4,1.14908,1.6362,1
0.666667,0.307692,8.72,9.05,1.536,1.1125,3,5,1.90299,0.948077,2
4.0,0.114286,8.39,8.39,0.9434,1.2371,12,9,1.16892,1.01036,0
0.888889,0.177778,9.72,9.17,1.7024,0.9879,8,13,2.62778,0.864681,2
0.266667,0.4,10.44,7.78,1.4204,0.9879,10,16,1.6438,0.848223,2
0.553846,0.290909,9.67,9.44,0.5632,1.6958,5,1,0.698979,1.1492,1
0.266667,0.533333,8.0,8.61,0.8658,1.8868,15,7,1.11857,1.60103,1
0.666667,0.8,8.94,8.44,1.6263,1.0434,4,11,2.18673,0.989196,0
0.533333,0.72,10.85,8.5,1.694,1.44,2,6,2.29297,1.32143,0
0.307692,0.581818,9.72,7.61,1.11,1.2321,7,8,1.5434,1.01864,1
0.332727,1.1,9.5,8.5,1.275,0.48,1,3,1.74485,0.332804,0
0.466667,0.4,9.18,8.95,1.357,1.653,6,5,1.62989,1.20879,0
0.301818,0.6,8.8,9.35,1.215,1.035,10,8,1.42441,0.902112,1
0.666667,0.409231,9.45,9.65,1.43,1.25,11,7,2.06232,0.903625,0
0.307692,0.222222,9.6,7.9,1.7955,1.35,14,16,2.16721,0.977236,0
0.354667,0.5,8.85,8.82,1.2915,0.889,5,6,1.57051,0.693992,1
0.8,1.064,8.25,10.1,1.35,0.9375,12,15,1.23739,0.685265,1
0.38,1.67,11.55,8.45,2.214,1.3335,2,13,2.87334,1.29006,0
0.38,0.39,7.3,10.2,1.265,1.265,9,10,1.44705,0.992904,2
1.11111,2.2,8.95,8.3,1.848,1.0355,4,16,2.00693,0.755191,1
0.737143,0.268235,9.91,7.45,0.8528,1.4388,13,8,1.11465,1.38822,2
0.888889,1.46857,8.14,9.12,1.3334,1.1223,3,5,1.77882,0.914206,2
1.43,0.43,8.27,7.73,1.28,1.41,12,10,1.58353,1.34595,0
0.76,0.396923,8.59,8.45,0.86,1.36,14,7,1.1184,1.20423,0
0.414545,0.715,10.45,9.23,1.3407,1.4592,10,9,1.58786,0.966965,0
0.396923,0.414545,9.41,9.18,1.6896,1.428,5,11,1.81523,1.19696,0
0.245714,0.215,7.82,11.67,1.1616,2.7224,15,2,1.34105,2.10007,2
0.396923,0.57,9.09,8.5,1.4388,1.0355,6,11,1.91807,0.892271,2
0.344,0.380952,8.83,9.05,0.621,1.6965,4,1,0.821036,1.24493,0
0.304,0.668,9.91,8.92,1.04,1.2317,7,5,1.42984,0.989395,0
0.568,0.545455,9.42,8.88,1.5481,0.6966,1,8,2.08476,0.461288,0
0.715,0.306667,8.88,8.73,1.2544,1.4904,7,3,1.43275,1.22195,2
0.444444,0.301333,8.5,11.08,1.12,1.2753,10,9,1.28739,0.973876,2
0.666667,0.666667,9.5,8.29,1.725,1.29,12,15,2.34303,1.04108,0
0.285714,0.714286,9.25,8.17,1.4606,1.33,11,13,1.75777,1.10198,0
0.5,1.2,7.96,9.83,1.38,1.5225,16,14,1.51177,1.18049,0
0.3,0.424615,7.54,9.92,1.0368,1.3,10,6,1.1098,0.885483,0
0.25,0.461538,11.69,9.5,2.4112,1.6851,2,5,3.04429,1.72144,0
0.368,1.22286,7.46,8.42,1.0672,1.2528,7,4,1.28225,0.934188,2
1.05778,0.658462,9.27,8.71,1.1528,1.1544,4,7,1.39324,0.782875,0
0.665,0.363636,9.62,8.81,1.0212,1.4472,13,9,1.33297,1.43924,1
0.752,0.287059,8.31,9.04,1.4268,0.9612,4,8,1.88523,0.792436,1
0.94,0.649231,8.86,9.29,1.1544,1.3875,7,4,1.4745,1.12628,1
0.591111,0.392941,8.5,11.79,1.1712,2.3625,14,2,1.30595,1.93263,1
0.443333,1.064,11.38,7.77,2.0587,1.19,9,15,2.5283,0.958423,2
0.312,0.592,9.0,9.31,0.48,1.139,7,1,0.689743,0.796196,0
0.576,0.223333,9.81,7.27,1.7145,1.3248,6,10,1.99511,1.26058,0
1.336,0.61,9.15,9.5,1.4637,1.3653,9,11,1.93681,0.898611,0
0.397895,0.52,8.54,7.73,1.5012,1.2321,3,7,1.76518,1.1536,0
0.375385,0.666667,9.92,7.96,1.4017,0.9936,5,12,1.86228,0.782682,2
0.92,0.433333,9.39,11.11,1.5985,0.7552,1,10,2.03593,0.565344,0
1.6,0.844444,7.89,8.5,0.774,1.3375,14,6,0.92098,0.991263,0
0.257143,0.8,8.68,8.87,1.2204,1.1639,8,9,1.47436,0.984365,2
0.742857,0.272727,9.36,8.43,1.298,1.8576,13,3,1.76155,1.58511,2
0.282353,0.685714,8.75,9.43,1.3728,0.9804,9,15,1.4616,0.764186,0
0.8,0.9,7.75,9.29,1.0272,2.1,17,8,1.26814,1.56172,2
0.266667,0.3,7.43,8.61,1.2104,1.1392,12,16,1.30634,0.84684,1
0.4,0.75,11.67,8.93,1.6089,1.2204,2,8,2.0826,1.00919,0
0.755556,0.325,7.89,9.71,1.419,1.539,11,5,1.65479,1.35049,0
