team_a_ppg_dif_l4,team_b_ppg_dif_l4,team_a_shots_average,team_b_shots_average,predict_xg_overall_team_a,predict_xg_overall_team_b,position_a_prematch,position_b_prematch,predict_xg_home_team_a,predict_xg_away_team_b,Result
0.848,1.14667,10.36,10.94,1.6728,1.668,8,9,1.80818,1.75799,0
3.12,0.645714,11.81,12.28,1.7384,2.5058,17,13,1.62722,2.2484,2
1.17333,0.85,10.38,11.86,1.9162,0.928,2,15,2.05191,0.8275,0
1.33333,1.41333,15.68,10.35,2.3595,0.7695,1,16,2.6722,0.830589,0
1.33333,1.384,11.59,9.35,1.4685,1.2012,17,20,1.45825,1.12394,2
0.428571,0.906667,12.89,9.49,2.184,1.4805,5,12,2.19999,1.47875,0
1.00571,3.34,13.87,11.92,2.6607,1.0609,9,18,2.81732,0.913659,2
0.577778,0.954286,12.49,11.11,1.764,1.7732,11,6,1.89357,1.78448,0
0.62,1.73,12.33,13.86,1.2549,1.452,4,7,1.36273,1.24182,0
2.30667,2.02667,10.89,13.46,1.4904,1.8216,10,10,1.51352,1.66965,1
0.571429,0.675556,12.32,13.29,1.3524,2.7405,14,3,1.40682,2.47341,1
0.92,1.7,10.51,7.78,1.725,0.9401,8,19,1.83372,0.841421,0
0.545,1.06,12.24,10.78,2.028,1.824,13,15,2.12793,1.59249,0
1.68,0.76,13.74,10.35,1.0218,1.2696,8,2,1.12622,1.18154,0
0.746667,1.35333,13.54,15.89,1.1771,1.71,3,1,1.17429,1.54481,0
0.608,0.636,9.37,12.4,0.902,2.2862,20,4,0.995993,2.11912,1
1.37333,1.06,10.16,9.5,1.3064,2.085,17,13,1.24072,1.95843,0
1.8,0.706667,12.03,10.45,1.1832,2.2017,19,6,1.16747,2.06487,2
1.64,0.404444,7.95,12.55,0.9424,2.3427,20,11,0.986189,2.22691,0
1.41333,1.06,10.87,13.39,1.2765,2.2379,16,10,1.57378,2.19799,0
0.76,1.33333,12.82,11.11,2.2752,1.47,5,12,2.4751,1.42882,0
0.38,0.726667,12.26,12.32,2.6055,2.224,14,15,2.80886,2.39053,1
6.84,1.33333,11.92,11.84,1.5707,1.2876,16,18,1.78404,1.2014,0
1.71,1.272,11.26,13.79,1.4484,1.6206,7,9,1.60124,1.47281,1
1.31333,0.88,15.97,11.95,2.9406,0.82,1,16,3.26192,0.828774,0
0.74,0.76,12.38,9.36,2.958,0.9875,9,18,3.19163,1.04092,0
1.16,1.0,10.37,11.13,1.9856,1.1288,4,10,2.05268,1.09508,1
1.12571,1.86667,13.64,11.9,1.9584,1.058,5,14,2.28988,0.915521,0
1.63,0.48,8.18,13.5,0.8,2.04,17,2,0.91202,1.88697,2
1.00667,0.86,10.87,9.51,1.6874,2.1624,14,11,1.94647,2.24399,2
1.29333,0.965714,11.82,12.38,1.3685,1.8894,16,12,1.19736,1.63294,0
1.304,0.72,13.7,10.33,2.117,0.95,6,15,2.31807,0.872466,0
1.16,0.931429,13.36,10.49,1.5594,1.3673,8,5,1.55152,1.27996,2
0.523333,0.635556,12.46,12.77,1.6068,1.7013,3,4,1.65453,1.5368,1
0.76,2.25333,12.38,11.23,1.551,2.622,13,7,1.6862,2.51156,1
1.02857,0.96,13.37,12.48,1.7812,1.666,2,8,1.77278,1.5646,2
1.33,0.715556,9.52,12.48,1.4231,2.142,11,3,1.51446,2.15928,1
1.336,0.853333,11.72,16.05,0.68,2.3874,17,1,0.625108,2.0776,1
0.74,0.92,9.4,13.78,0.7644,2.5725,20,6,0.812328,2.37649,1
1.09333,1.92,11.48,11.0,2.2165,1.2305,7,14,2.20351,0.938891,0
0.79,0.791111,10.6,12.6,1.2,1.7741,7,2,1.24869,1.79514,1
0.89,2.37333,12.3,10.29,1.144,2.176,12,4,1.23937,2.42708,1
0.986667,0.74,12.1,12.4,2.1504,2.001,15,13,2.303,1.80606,1
0.666667,1.01714,10.38,13.25,1.0304,2.0139,16,9,1.06595,1.7925,1
2.10667,1.11,11.3,8.18,1.862,1.131,10,19,1.91219,0.922762,1
1.18667,0.554286,11.88,13.52,0.873,2.4426,18,5,0.958458,2.17916,0
1.15333,0.81,10.42,11.71,1.9738,0.7553,4,18,2.00192,0.777507,1
1.1,0.648,13.39,10.56,1.5008,1.053,7,8,1.55052,0.991896,0
1.19,0.462857,10.98,8.07,1.456,1.1934,15,19,1.79187,1.04031,1
0.866667,1.12,15.98,11.46,1.8375,1.0998,1,6,2.1195,1.12706,0
6.92,3.24,9.56,9.51,2.3496,1.0998,12,20,2.41538,1.10738,0
0.576667,1.4,12.56,12.1,2.2776,1.0976,2,16,2.56977,1.02932,0
0.628,1.16667,13.86,12.41,2.85,1.3483,5,13,2.91575,1.24265,0
0.805714,1.90667,12.44,11.37,2.4336,1.6714,10,11,2.67459,1.7313,0
0.817143,0.875,13.24,13.52,1.3483,1.595,9,3,1.42334,1.47926,2
0.733333,1.4,12.37,12.29,2.5256,1.4124,3,14,2.30202,1.18535,0
2.6,0.712,10.41,11.66,1.557,1.4504,17,18,1.65153,1.31752,0
0.4,1.71429,11.0,12.0,1.16,1.68,6,2,1.52002,1.76252,0
0.5,2.0,10.83,12.83,1.67,1.245,5,9,1.63035,1.11345,0
8.0,0.8,9.67,13.33,0.83,2.505,7,4,0.892037,2.45665,0
1.5,0.857143,15.0,13.17,2.1528,2.49,5,3,2.72796,2.52176,2
0.666667,0.285714,14.5,10.0,0.9828,2.49,8,2,0.819048,2.46723,2
1.0,1.5,11.17,8.83,1.5372,1.67,7,5,1.65851,1.82712,0
0.5,2.4,10.5,11.17,1.66,1.16,1,5,1.90208,0.772214,0
0.222222,0.6,12.33,12.0,0.67,1.5561,3,2,0.737462,1.63758,1
0.8,8.0,11.71,14.43,2.0449,0.8208,2,10,2.07532,0.847396,0
1.2,0.591111,11.29,11.57,1.4706,1.14,9,6,1.75603,1.03799,2
1.32,0.333333,12.43,11.14,1.2298,1.591,11,8,1.57157,1.45481,0
1.0,1.064,8.57,12.14,0.6192,1.978,9,7,0.517488,1.63072,0
1.5,0.4,12.71,14.43,2.0253,1.9494,8,8,2.13968,1.69295,1
0.33,0.666667,10.0,10.57,1.0,2.4453,8,1,1.37745,2.20287,0
1.6,0.571429,10.57,12.0,2.2451,1.1094,3,6,2.0854,1.0317,0
0.33,1.064,11.71,13.0,1.9494,1.8304,4,5,2.05984,1.61532,0
1.33333,1.8,12.25,12.0,0.9856,1.13,8,7,0.873367,1.04184,1
2.25,1.5,11.62,12.75,1.7125,2.82,6,4,2.23547,2.59769,2
0.428571,1.125,8.62,10.5,0.88,2.445,6,3,0.830327,2.58267,2
1.5,0.666667,12.0,12.38,2.43,1.2056,5,9,2.31657,1.00541,0
0.8,0.9,14.25,12.0,1.0269,2.415,5,1,1.29122,2.30487,1
1.32,0.4,13.38,11.25,1.25,2.1875,9,8,1.32359,1.69707,2
0.22,0.857143,11.75,11.5,1.125,1.7125,8,5,1.22589,1.2306,0
1.0,0.76,10.75,11.38,2.415,1.4125,2,5,2.43357,1.12422,1
1.0,2.4,10.56,12.56,1.9032,1.3795,2,4,1.90625,1.43551,0
1.33333,0.457143,10.44,9.0,2.262,1.56,2,6,2.33166,1.2905,1
1.33333,1.22667,11.22,12.22,1.8537,1.1232,6,10,2.2072,0.968922,1
1.14286,1.06667,13.11,12.22,1.9758,1.33,3,8,1.86403,1.10737,0
3.2,0.8,11.67,11.44,2.088,1.769,7,6,2.34168,1.5141,0
0.571429,1.6,11.22,13.33,2.7216,1.4884,4,9,2.93252,1.51914,2
0.96,0.666667,12.11,11.67,2.1716,0.5226,1,6,2.36,0.468898,0
0.685714,0.8,12.56,13.33,1.45,1.2168,5,6,1.57987,1.1414,2
0.936,1.736,12.7,11.1,1.92,2.1,8,5,2.15595,2.05755,0
0.474286,2.89333,8.8,13.0,1.98,1.56,6,11,2.11441,1.4066,0
1.17,0.886667,11.3,11.8,1.82,1.69,9,9,2.14171,1.33319,2
0.571429,1.56,12.7,11.5,1.76,1.26,7,4,2.4304,1.23172,0
0.335,1.24,11.6,13.5,1.92,1.36,2,3,2.3368,1.32194,2
0.78,1.0,11.9,11.8,0.88,1.35,10,10,1.03241,1.28887,2
0.553333,0.936,11.1,11.3,1.2,2.38,9,8,1.3657,2.00103,1
1.17,0.723333,12.5,12.6,0.98,2.47,6,1,1.05604,2.03396,0
0.8,0.516,10.82,8.64,1.6129,1.5104,7,5,1.80684,1.50815,1
1.14,0.715,12.09,11.91,0.82,2.0944,8,2,0.92131,1.94756,0
4.56,2.86,11.82,11.0,1.64,1.4986,10,8,1.58324,1.51579,1
0.5,1.04667,10.91,12.0,2.0414,1.972,7,5,2.53941,1.80762,0
0.188571,0.315556,12.09,12.36,0.6643,2.6642,10,1,0.830154,2.50173,1
0.93,0.651429,13.0,12.55,2.2168,1.8172,3,7,2.53323,1.15067,0
4.58,0.737143,13.18,12.82,0.9676,2.242,11,6,0.993136,2.08832,2
1.0,1.52,10.91,11.27,1.856,1.3448,4,9,2.22826,1.01092,0
0.84,1.0,12.83,13.17,1.3689,3.0728,11,2,1.65129,2.64864,2
0.5,0.4,8.5,10.83,1.8894,2.0475,5,6,2.10279,1.70416,0
1.0,1.52,11.67,10.58,2.13,1.0375,3,4,2.69513,0.959877,1
0.613333,4.52,12.58,11.83,2.0475,0.6164,1,10,2.1285,0.56804,0
0.5,1.38,12.33,11.83,1.4625,0.83,7,8,1.72189,0.711512,2
1.38,0.71,12.42,11.83,2.37,1.1786,8,10,2.67896,1.01642,0
1.0,1.84,11.0,11.33,1.775,1.125,8,9,1.91135,1.11545,0
0.92,1.14,11.83,11.5,1.6625,1.4625,7,8,1.6621,1.18483,0
0.976,0.893333,11.31,12.69,1.76,1.4145,8,11,2.10194,1.34049,1
5.52,0.697143,11.38,11.0,1.5985,1.6113,9,7,1.64068,1.527,2
1.22,0.813333,11.46,11.92,0.6545,1.9435,11,7,0.759064,1.84812,0
0.945,0.406667,12.85,8.92,1.8515,1.6905,2,4,2.31296,1.2934,0
0.444444,0.697143,10.85,12.54,2.2139,2.4794,7,7,2.58588,1.89388,2
7.56,1.56,11.31,11.69,0.8464,2.0148,11,5,0.861888,1.94909,2
1.0,1.04,11.38,11.92,0.8487,1.9182,10,6,0.98793,1.9173,2
1.08444,0.813333,13.0,10.54,2.94,0.9039,1,3,3.81266,0.72049,2
1.0,6.0,11.5,10.0,2.4339,3.7639,10,7,2.93386,3.10719,0
6.0,3.0,10.67,8.17,1.5272,1.26,11,11,2.04902,1.12223,2
4.0,0.666667,9.67,12.0,1.9256,3.8911,12,4,2.68959,3.5871,0
0.571429,2.66667,12.83,8.33,2.7889,1.2261,8,12,3.09104,1.0215,1
1.0,1.71429,11.17,10.17,2.34,3.9711,6,3,2.47602,2.689,1
0.2,1.33333,8.5,12.83,0.75,2.7722,5,2,0.825396,2.9071,1
1.0,3.0,14.67,10.83,2.66,0.1989,1,9,3.2791,0.196246,0
1.0,3.0,13.17,9.5,1.5,0.8778,7,10,2.10787,0.597546,0
2.54,0.571429,9.57,11.0,1.0602,2.2188,10,6,1.24639,1.86323,2
1.71429,0.446667,10.57,11.71,5.5255,2.0,3,7,5.71064,1.92995,0
1.33333,0.666667,13.43,14.57,0.4553,0.9804,2,1,0.464124,0.984615,1
2.0,2.0,13.0,11.43,2.4596,0.9804,5,10,3.04269,0.674616,0
0.8,1.09,7.71,9.29,1.3502,2.1888,10,9,1.55455,1.45297,1
2.0,1.0,11.71,10.29,3.6808,1.9494,4,9,4.53287,1.68848,2
4.0,1.0,10.57,13.14,2.58,2.7004,7,8,2.75112,2.52744,0
1.0,0.76,8.43,8.29,1.57,2.1888,9,5,1.46593,1.94553,2
1.2,6.0,10.62,13.0,3.26,2.8525,7,10,3.75117,2.50915,2
1.6,2.0,10.62,9.38,1.4125,1.0044,10,11,1.7455,0.746263,1
7.0,0.446667,11.38,9.38,1.125,2.0413,12,8,1.41708,1.34492,1
1.4,2.4,9.0,8.25,2.625,1.54,6,12,2.7892,1.4966,0
1.0,1.0,8.75,10.88,3.125,3.29,10,9,3.58939,2.79116,1
1.0,1.5,13.5,11.12,3.18,0.3425,1,7,3.74,0.285004,0
1.0,0.857143,13.75,11.88,2.2194,1.0,3,5,2.28721,0.901946,2
0.9,0.333333,11.0,12.88,2.13,1.54,2,4,2.78216,1.27887,0
0.222222,0.96,9.33,11.22,1.3884,3.2916,6,2,1.7434,2.80497,1
0.266667,1.92,13.67,9.11,4.1958,0.2684,1,10,4.86799,0.181028,0
0.6,0.914286,9.11,13.89,0.5226,1.7568,8,3,0.560851,1.47704,1
1.5,1.06667,11.78,12.89,1.7316,3.173,9,5,2.33954,2.59722,1
1.2,2.8,11.11,8.22,3.1684,1.8174,7,11,3.84728,1.68781,0
1.44,1.6,11.78,9.56,3.1,2.6052,5,4,2.92254,2.56681,0
0.4,12.0,10.67,11.89,2.6052,1.4863,6,11,3.13585,1.02986,0
0.6,4.0,10.22,10.56,2.0374,1.8537,7,10,2.76293,1.6375,1
1.17,0.8,8.8,9.6,1.68,1.71,12,10,2.28125,1.35305,0
1.83,0.888889,9.6,8.9,2.25,2.38,5,7,2.42808,2.14361,2
2.68,1.736,8.3,10.4,1.2,3.04,13,5,1.59659,2.42238,0
2.68,1.6,11.3,12.2,1.28,3.57,13,4,1.70605,2.8941,0
3.0,2.0,10.3,11.6,2.4,2.4,9,11,2.65049,1.78033,0
1.04571,1.77333,14.0,10.2,2.72,0.96,3,8,3.21055,0.761492,0
0.591111,0.591111,12.6,11.5,3.96,2.09,4,6,4.46891,1.55754,0
0.556667,0.333333,10.9,14.2,0.603,1.76,2,1,0.785005,1.6083,0
0.946667,1.57,8.27,9.64,1.6562,2.4934,13,11,2.03251,1.57434,0
1.52667,0.946667,11.45,11.45,3.1486,2.27,8,13,3.92686,1.81781,2
0.697778,0.688,12.64,11.91,3.3043,2.2781,4,5,3.82745,1.79894,2
4.56,1.256,11.82,9.27,2.108,2.5976,13,6,2.14819,2.68975,2
0.67,1.33333,9.64,10.18,1.4833,1.6895,12,10,1.76086,1.2508,0
0.977143,0.38,10.0,10.45,0.9676,2.9145,9,2,0.960752,2.24305,1
0.405714,1.71429,8.82,13.64,0.9344,2.0944,9,3,1.13955,1.97276,1
0.536,1.33333,10.36,14.09,0.693,3.2395,7,1,0.858188,2.47075,1
1.33333,1.76,14.08,12.0,3.64,0.625,1,12,4.31306,0.470301,0
1.2,1.0,8.83,12.17,1.35,2.5986,6,4,1.62489,2.47848,2
0.793333,0.652,10.5,13.17,1.66,1.5189,2,3,1.95066,1.53328,1
0.63,0.473333,11.92,9.75,1.62,2.0475,12,8,2.26577,1.77651,0
0.502857,0.473333,11.83,9.67,2.5803,2.25,7,9,3.40497,2.03451,1
1.17333,1.14,10.5,9.08,2.0875,2.4339,11,8,2.4879,1.82491,2
1.8,0.42,11.5,8.5,3.32,1.67,5,10,4.08132,1.42561,0
1.0,0.88,9.92,10.5,1.59,2.49,10,7,2.02773,2.18046,2
0.891429,6.24,11.92,11.69,3.784,1.9803,4,12,4.62118,1.68882,1
2.76,3.12,9.31,9.62,2.0174,1.4812,8,10,2.57817,1.21651,0
1.33333,0.56,13.77,12.38,4.9504,1.0368,1,7,5.41911,0.754297,0
0.613333,0.373333,10.46,8.31,3.4225,0.93,2,11,3.86792,0.871642,0
1.33,0.78,10.31,11.92,1.5012,2.5696,6,3,1.83475,2.20711,0
0.813333,0.78,9.38,10.54,1.9116,1.7958,9,11,2.21005,1.37861,2
0.666667,2.22667,9.77,8.54,1.6974,1.8942,7,5,1.75467,1.58602,1
0.333333,0.8,8.5,9.43,1.395,2.2195,10,8,1.70231,1.94793,1
1.0,1.5,8.5,9.86,1.9305,2.0306,4,5,2.11254,2.03428,0
6.8,0.976,12.57,9.57,2.88,3.1347,7,6,3.68728,2.51847,0
0.285714,0.986667,11.64,9.57,1.7548,2.1156,9,7,2.45953,1.63737,1
0.576,1.7,10.57,11.93,2.0096,3.58,9,4,2.4034,2.85615,2
8.8,1.33333,9.14,10.36,0.731,2.895,9,2,0.834464,2.47205,1
1.36,1.33333,11.57,13.71,1.1115,2.4725,3,1,1.29296,2.07606,0
1.0,0.366667,11.43,12.86,0.9516,3.069,9,2,1.15144,2.59425,1
0.973333,0.756667,10.4,12.67,0.9782,3.4547,9,2,1.10483,2.89841,1
1.27,0.725,12.53,8.33,2.5862,3.0191,7,4,2.85159,2.85977,0
0.604444,0.444444,14.67,9.87,3.06,0.9782,1,7,3.71439,0.887737,0
0.524444,1.45,10.2,11.4,3.2364,0.912,2,10,3.6386,0.870429,0
0.973333,1.24,8.53,11.27,0.9951,3.46,11,3,1.08443,3.11791,1
1.36,1.24,9.6,11.93,2.128,2.8,6,5,2.38498,2.39936,0
1.18,2.27,9.93,9.73,1.9278,1.752,8,8,2.12839,1.37324,0
1.27,4.0,11.8,9.07,1.47,1.328,10,10,1.89983,0.933686,2
1.22222,1.0,14.69,8.62,3.105,0.9453,1,4,3.15293,0.888973,0
0.525714,0.776667,9.38,12.94,1.0275,2.76,5,2,1.0985,2.55387,1
0.58,1.0,9.75,11.12,1.18,2.8525,9,3,1.36114,2.30703,0
0.75,1.0,12.0,11.25,1.81,1.8256,10,11,2.15987,1.36321,0
0.428571,0.833333,10.44,12.62,3.0825,2.9664,7,6,3.31176,2.34823,0
1.0,0.833333,8.44,9.62,1.4181,2.5125,12,8,1.75174,2.18371,1
0.773333,2.5,10.38,8.75,1.8864,1.5228,10,10,2.22458,1.13456,2
1.5,1.03556,12.19,10.31,1.5714,3.1459,5,2,1.66657,2.74986,1
1.84667,1.12667,12.65,10.06,3.0282,2.977,7,6,3.34929,2.66552,0
2.16,0.613333,11.0,9.65,1.848,2.3478,11,8,2.27237,1.89393,0
0.286667,0.248,13.06,10.47,3.0282,1.0508,2,5,3.45375,0.922777,0
0.793333,1.29,10.35,11.82,3.18,0.8162,2,9,4.02235,0.72705,0
0.92,2.76,9.82,12.06,2.21,2.7999,7,6,2.38805,2.268,2
0.82,0.826667,11.12,10.76,3.3264,1.4985,3,10,3.94663,1.41274,0
2.16,0.92,8.76,8.76,1.4596,1.9845,10,4,1.77752,1.76487,1
1.23111,1.0,14.65,8.24,4.36,0.574,1,12,4.84375,0.530416,0
0.475556,0.81,12.56,13.11,1.476,4.7952,5,2,1.73325,4.23724,1
2.0,0.444444,10.0,10.5,2.0608,2.16,7,6,2.39698,2.10741,2
1.0,3.24,8.39,11.06,1.5272,2.44,12,10,1.62712,1.99027,1
0.697778,4.86,11.33,8.67,2.67,0.9324,3,11,3.23964,0.796998,0
0.86,3.0,11.39,10.78,1.89,2.2211,9,11,2.40328,1.6322,2
1.0,0.81,8.83,10.56,1.0008,3.1775,4,2,0.969218,2.97928,2
1.28,1.24,11.67,14.78,1.2744,3.6022,6,1,1.50663,3.39368,0
1.42667,0.737143,9.83,9.61,1.995,2.2144,8,7,2.64727,1.91065,2
0.64,1.6,11.53,8.84,1.6748,2.3998,11,5,1.92291,2.06133,0
0.645714,0.742222,10.58,11.37,1.596,3.1265,7,4,1.60257,2.56334,0
1.13,0.622222,9.84,14.63,0.9324,3.3415,9,2,1.1131,2.80817,0
1.64667,1.06667,11.05,12.42,3.2096,3.4905,10,7,3.91165,3.06169,0
1.34,1.47,10.89,10.32,2.1646,2.5893,12,8,2.259,2.18624,0
0.223333,1.0,13.11,8.37,4.8952,0.5796,1,14,5.61816,0.52768,0
2.08,0.32,9.32,10.42,0.9559,2.911,8,3,1.01624,2.25144,2
1.27,1.6,11.53,8.63,2.7492,1.2482,6,13,3.31193,1.0418,0
1.75333,0.428571,14.65,11.7,3.12,0.8625,2,10,3.88832,0.698877,0
1.66667,1.42857,12.5,11.5,3.015,4.3824,7,4,3.19878,3.85631,2
2.63,0.748571,8.9,10.75,2.16,2.475,5,6,2.2877,2.35583,1
0.36,0.873333,11.2,9.35,2.17,2.22,9,7,2.77267,2.07084,2
5.52,1.0,10.3,9.65,2.015,1.9375,8,7,2.38947,1.79955,0
0.706667,0.833333,11.6,13.3,1.1375,2.4675,3,1,1.31922,2.37831,1
2.52,1.0,8.95,8.15,1.6125,1.28,12,13,2.01772,1.0447,2
0.69,0.648,10.7,10.75,3.6,1.08,2,11,4.24901,1.01645,2
1.44571,0.433333,10.71,14.86,1.1147,3.0615,5,2,1.22996,2.6005,1
0.705,1.18,11.38,9.52,2.7632,1.8207,5,9,3.26345,1.69223,0
10.6,0.94,8.0,11.43,1.3122,2.289,14,11,1.69034,1.7462,1
1.41,0.433333,9.33,11.57,1.4022,2.3881,8,4,1.44354,1.94851,0
1.32,0.472,10.62,11.38,2.3808,2.7018,12,10,2.6049,2.20529,2
3.28,1.29,9.1,12.24,1.8848,3.14,13,8,2.30009,2.49454,0
0.843333,1.41,13.19,9.14,4.0869,0.8246,1,6,4.41825,0.748609,2
1.68667,1.29,10.67,10.71,2.793,1.0108,3,7,2.94934,0.899473,0
0.508571,1.04,11.23,11.55,1.3334,2.5917,12,4,1.53736,1.99487,1
0.305,0.78,11.5,9.36,2.385,1.7017,12,14,3.11559,1.4258,0
0.697143,1.068,10.68,11.36,2.175,2.8938,6,5,2.16121,2.49712,2
1.11,3.32,9.55,8.14,2.394,1.3448,11,15,2.90393,1.10031,0
3.0,0.406667,8.95,10.41,2.2836,2.2308,7,13,2.48775,2.03365,2
0.853333,1.024,14.77,13.18,1.248,1.5776,2,1,1.45035,1.41914,1
5.32,1.70667,11.82,10.86,1.4898,5.2275,10,3,1.64375,4.38547,2
1.22,0.926667,10.5,9.41,1.8471,2.0828,9,8,2.32461,1.97693,0
0.475,0.806667,11.57,10.57,2.576,2.4522,11,8,2.86447,2.12866,1
1.096,1.02286,9.57,10.52,2.0286,2.1736,9,6,2.28555,1.89513,0
10.32,2.94,8.13,8.91,1.3778,2.7248,15,7,1.49771,2.46178,1
1.12,0.725,9.17,11.58,2.0586,3.0481,6,5,1.95289,2.73044,1
1.4,0.44,10.38,9.42,2.19,1.4378,8,14,2.58535,1.13452,0
1.13333,1.08,11.58,11.75,3.29,1.736,4,11,3.43627,1.63728,2
3.2,0.533333,11.25,10.42,1.6786,2.4534,12,7,1.93832,1.80111,0
2.8,1.16,8.83,11.88,2.0664,4.1256,15,10,2.38724,3.52252,1
3.2,0.571429,11.17,14.58,1.0191,3.1977,13,2,1.07376,2.88301,1
1.92,0.8,11.62,9.83,3.16,1.1868,3,9,3.61,1.02212,0
0.971429,0.771429,12.96,9.75,3.1373,0.9375,1,8,3.80992,0.789239,1
0.71,1.32,9.96,13.52,0.6688,3.344,13,1,0.833782,2.52838,1
0.405714,0.96,12.0,11.84,2.32,4.2416,8,4,2.32174,3.87312,1
0.805714,0.754286,14.8,12.16,1.7664,1.52,2,3,1.87837,1.35436,1
0.564444,2.1,9.6,11.28,2.1948,1.6368,6,12,2.39059,1.35285,0
1.51333,1.0,10.28,9.08,3.136,1.3104,8,14,3.82266,1.14644,0
0.616,2.32,11.84,10.6,2.3712,2.7676,10,6,2.76921,2.57125,0
0.564,0.606667,11.56,11.2,3.2508,1.6128,5,11,4.06148,1.37871,0
0.94,1.056,9.84,9.36,2.0992,2.24,9,7,2.49621,1.91713,0
1.33,0.451429,9.42,12.04,2.484,2.5277,9,11,2.60815,2.14836,0
1.26667,1.33143,11.08,12.19,2.7104,3.5476,12,10,3.24338,2.69214,0
2.43,0.591111,14.69,10.38,2.76,1.1259,3,7,2.80179,0.904562,0
4.0,0.591111,10.27,9.62,1.2052,2.0066,14,6,1.55552,1.60722,2
5.32,1.0,11.38,9.23,2.6937,1.4256,13,15,2.91883,1.23262,2
0.68,1.43,11.96,10.54,3.06,1.2994,2,8,3.44996,1.20647,0
1.62,0.253333,13.54,10.0,3.4496,1.0287,1,9,4.2579,0.765435,2
0.572,0.648,11.5,12.15,2.2736,2.556,5,4,2.30486,2.54224,2
1.05,1.30857,12.26,14.56,1.2464,3.4209,11,3,1.39736,3.28052,1
1.26286,9.16,10.19,11.44,2.301,1.953,9,13,2.61983,1.64416,0
0.835,0.833333,12.0,9.33,2.7768,1.5295,4,7,2.97794,1.54728,0
1.8,0.886667,10.63,11.81,2.5098,1.84,9,12,3.01304,1.3654,2
2.08,0.616,9.41,12.0,1.1985,4.2267,15,5,1.31385,3.63073,1
0.7,1.66,10.74,10.78,2.2879,1.6224,8,14,2.88537,1.38871,0
0.54,0.746667,9.89,12.37,3.3017,2.7213,6,10,3.62057,2.07393,0
2.46,0.555556,13.63,12.15,1.887,1.734,1,2,2.11104,1.40447,0
0.666667,1.01778,12.71,14.86,1.5498,4.5171,11,2,1.71159,4.2945,1
3.0,0.83,11.46,10.43,2.0625,2.6313,13,10,2.25124,2.53578,0
0.548571,0.811429,11.71,13.61,1.0004,4.0222,12,1,1.35527,3.17577,1
5.16,0.714286,10.86,10.21,1.54,2.2572,14,8,1.99741,1.76968,2
2.0,0.555556,9.32,11.96,0.7921,4.3512,15,3,0.897924,3.68111,2
0.835,0.886667,12.11,10.86,2.67,1.5873,4,7,2.73324,1.3875,0
1.73333,0.568,9.21,9.96,1.7931,2.1823,9,6,2.03923,2.01829,1
1.67,0.616,12.61,11.79,2.13,3.5672,12,5,2.35716,3.25734,1
4.32,1.0,10.76,9.41,3.1465,1.5664,9,14,3.40071,1.34132,0
0.6,1.0,10.31,12.72,3.3672,2.9574,7,10,3.84127,2.36401,0
0.356,1.04,9.83,11.55,2.5806,1.62,6,11,3.06375,1.12085,1
0.304,1.81333,13.59,12.62,4.1664,1.2367,1,11,4.49606,0.971484,0
1.32571,4.72,12.07,11.28,3.3968,0.963,3,13,4.14004,0.770667,0
0.64,0.7,11.83,11.55,3.52,1.9596,5,12,3.82551,1.89588,0
0.853333,1.76,10.83,9.59,2.201,1.922,7,8,2.60507,1.8834,0
1.03111,0.656,15.14,12.1,2.167,1.5189,2,4,2.18367,1.37696,0
0.932,1.0,12.0,9.17,0.736,1.281,3,1,0.900419,1.16823,2
0.333333,1.55333,9.0,10.93,1.677,1.6,7,5,2.2026,1.27091,2
1.0,1.0,9.0,9.64,2.055,1.0578,2,4,2.7351,1.25537,2
0.923077,1.0,9.17,9.0,2.928,1.196,1,7,3.17826,1.32008,2
0.285714,0.5,11.18,10.83,1.9285,2.7122,6,4,2.04438,2.60721,2
2.0,1.33143,10.93,11.17,0.84,0.7482,5,5,1.12469,0.572787,2
0.666667,0.727273,8.08,12.45,0.54,1.3694,8,4,0.515004,0.804077,1
0.188571,0.444444,9.73,11.33,1.4742,2.0874,5,6,1.32328,1.39763,1
0.727273,0.461538,9.08,12.75,1.4364,1.4028,3,2,1.59123,1.36618,2
0.382857,0.5,9.08,8.08,2.0875,1.125,9,8,2.12015,1.18783,1
0.888889,0.461538,11.33,12.75,1.5336,1.9539,6,2,1.67876,1.58023,0
1.33143,0.5,11.0,9.5,0.6417,1.5996,7,1,0.625304,1.25269,1
6.4,1.125,10.83,9.08,1.1172,2.2925,8,4,1.04548,1.89241,2
0.847273,4.8,12.08,10.0,1.245,0.8375,3,5,1.92585,0.923842,2
2.33,2.4,10.69,11.12,1.7161,1.3038,5,6,2.09515,1.10938,0
0.307692,0.607273,12.5,12.08,1.005,0.8881,1,3,1.08968,0.569213,0
0.165,0.6,9.08,11.43,1.4017,1.2012,4,2,1.70535,1.21583,2
0.666667,0.166667,8.29,10.93,0.71,1.065,6,7,0.689859,0.980161,2
4.5,2.86,10.06,8.85,1.7082,1.633,5,9,1.44966,1.32745,0
2.0,0.4,11.65,10.69,1.69,1.8471,7,8,2.03135,1.43372,0
1.76,1.464,9.8,10.79,1.9722,1.3299,1,4,2.04196,1.48842,0
0.457143,3.33333,8.27,11.65,1.0293,1.46,6,7,1.11268,1.23316,1
0.8,2.86,9.13,8.85,1.8542,1.0005,3,9,1.99276,1.12608,0
